代码,    名称,现价,所属行业,总市值,流通市值,
SZ000758,中色股份,4.01,有色冶炼加工,7897207500,7896465900,
SZ000759,中百集团,6.62,零售,4508362300,4505512400,
SZ000760,*ST斯太,1.59,汽车零部件,1227232960,1040566390,
SZ000761,本钢板材,3.46,钢铁,13408785500,12024785500,
SZ000762,西藏矿业,6.79,有色冶炼加工,3536362600,3536201600,
SZ000766,通化金马,5.46,化学制药,5277061100,3860352700,
SZ000767,漳泽电力,2.28,电力,7015428300,6640038000,
SZ000768,中航飞机,17.62,国防军工,48783526000,48783216000,
SZ000776,广发证券,13.71,证券,104485112000,81153486000,
SZ000777,中核科技,11.05,通用设备,4236764400,4236642400,
SZ000778,新兴铸管,3.46,钢铁,13808445000,13441750000,
SZ000779,甘咨询,10.92,建筑装饰,4153209300,2035935900,
SZ000780,平庄能源,--,煤炭开采加工,2109757200,2109757200,
SZ000782,美达股份,3.28,化工合成材料,1732298000,1463919700,
SZ000783,长江证券,6.37,证券,35223352000,35222706000,
SZ000785,居然之家,8.07,零售,48580029000,1190049850,
SZ000786,北新建材,25.53,建筑材料,43133135000,43133135000,
SZ000788,北大医药,6.29,化学制药,3748760900,3748760900,
SZ000789,万年青,14.67,建筑材料,11697471900,11697194500,
SZ000790,华神科技,4.92,中药,3032494000,3029589600,
SZ000791,甘肃电投,3.17,电力,4309858100,4309774900,
SZ000792,*ST盐湖,--,化学制品,48026630000,47991809000,
SZ000793,华闻集团,3.00,传媒,5991736400,5827978600,
SZ000795,英洛华,4.95,新材料,5611736300,5598857400,
SZ000796,凯撒旅业,8.97,景点及旅游,7202912300,7198652500,
SZ000797,中国武夷,3.62,房地产开发,5688883400,5657236800,
SZ000798,中水渔业,5.57,养殖业,1779364400,1778996700,
SZ000799,酒鬼酒,32.05,饮料制造,10413973800,10413973800,
SZ000800,一汽轿车,9.97,汽车整车,45958372000,7622227600,
SZ000801,四川九洲,5.36,视听器材,5482243600,5482243600,
SZ000802,北京文化,6.92,传媒,4954029800,4922111300,
SZ000803,金宇车城,--,综合,1578191400,1489342200,
SZ000806,ST银河,1.45,电气设备,1594872100,1012747970,
SZ000807,云铝股份,4.03,有色冶炼加工,12606672400,10504968700,
SZ000809,铁岭新城,2.07,房地产开发,1707318000,1707318000,
SZ000810,创维数字,10.55,计算机设备,11221695900,10441161000,
SZ000811,冰轮环境,5.94,通用设备,4430276600,4430203100,
SZ000812,陕西金叶,2.90,包装印刷,2229208600,1943881600,
SZ000813,德展健康,5.41,化学制药,12126416500,12126409200,
SZ000815,美利云,6.88,造纸,4783409700,4783409700,
SZ000816,ST慧业,1.26,通用设备,1787692200,1683708400,
SZ000818,航锦科技,23.43,基础化学,16164123000,15849750000,
SZ000819,岳阳兴长,7.68,基础化学,2188070400,2187927800,
SZ000820,*ST节能,1.05,环保工程,669107480,302039770,
SZ000821,京山轻机,6.12,专用设备,3293999900,2796880600,
SZ000822,山东海化,3.56,基础化学,3186527300,3186527300,
SZ000823,超声电子,12.03,半导体及元件,6459701000,6459153800,
SZ000825,太钢不锈,3.28,钢铁,18683693000,18683123000,
SZ000826,启迪环境,8.09,环保工程,11573382400,9634096500,
SZ000828,东莞控股,7.31,公路铁路运输,7598869200,7598859300,
SZ000829,天音控股,5.46,零售,5638406900,5075604800,
SZ000830,鲁西化工,7.84,化学制品,11484508500,11478628000,
SZ000831,五矿稀土,10.02,有色冶炼加工,9828507600,9828507600,
SZ000833,粤桂股份,4.63,石油矿业开采,3094700600,1750533700,
SZ000835,长城动漫,2.72,传媒,888788220,823874400,
SZ000836,富通鑫茂,3.35,通信设备,4048325000,4048167000,
SZ000837,*ST秦机,3.71,通用设备,2572406100,2571301400,
SZ000838,财信发展,2.66,房地产开发,2927229400,2250650000,
SZ000839,中信国安,3.25,综合,12739435600,12736773400,
SZ000848,承德露露,6.08,饮料制造,6544627500,6543240800,
SZ000850,华茂股份,3.72,纺织制造,3510433800,3509382900,
SZ000851,高鸿股份,6.76,通信设备,6135577900,5885865200,
SZ000852,石化机械,4.80,专用设备,3732504000,3732504000,
SZ000856,冀东装备,8.21,专用设备,1863670000,1863670000,
SZ000858,五 粮 液,135.77,饮料制造,527005920000,515350060000,
SZ000859,国风塑业,5.47,化工合成材料,4044790000,4044039300,
SZ000860,顺鑫农业,54.38,饮料制造,40337289000,40337289000,
SZ000861,海印股份,2.80,零售,6261619300,5725396700,
SZ000862,银星能源,3.57,电力,2520844800,1789829800,
SZ000863,三湘印象,4.03,房地产开发,5526222500,4772555300,
SZ000868,*ST安凯,3.63,汽车整车,2661984900,2524883000,
SZ000869,张  裕Ａ,24.27,饮料制造,16636211000,11005493600,
SZ000875,吉电股份,3.84,电力,8241845700,8241762500,
SZ000876,新 希 望,32.90,农产品加工,138706890000,138566040000,
SZ000877,天山股份,12.02,建筑材料,12605650000,10578740700,
SZ000878,云南铜业,9.62,有色冶炼加工,16350908000,15795628000,
SZ000880,潍柴重机,7.66,通用设备,2114929800,1035134100,
SZ000881,中广核技,6.51,化学制品,6154722100,4503185300,
SZ000882,华联股份,1.88,零售,5146221700,4666451700,
SZ000883,湖北能源,3.72,电力,24207712000,24196717000,
SZ000885,城发环境,9.39,公路铁路运输,4661026800,4661026800,
SZ000886,海南高速,4.62,房地产开发,4568386700,4490456100,
SZ000887,中鼎股份,7.71,汽车零部件,9412606900,9391636200,
SZ000888,峨眉山Ａ,6.14,景点及旅游,3235246400,3235246400,
SZ000889,中嘉博创,10.24,通信服务,6851603300,6365631600,
SZ000890,*ST胜尔,2.78,保险及其他,1055403650,1055356390,
SZ000892,欢瑞世纪,3.94,传媒,3865063100,2120414300,
SZ000893,东凌国际,6.00,化学制品,4541419600,2404451700,
SZ000895,双汇发展,40.41,食品加工制造,134132193000,35642321000,
SZ000897,*ST津滨,2.31,房地产开发,3735898900,3735835100,
SZ000898,鞍钢股份,2.63,钢铁,24735808000,21023438000,
SZ000899,赣能股份,4.21,电力,4107603400,4107582300,
SZ000900,现代投资,3.88,公路铁路运输,5889173900,5886346500,
SZ000901,航天科技,10.01,仪器仪表,7401099900,6928784200,
SZ000902,新洋丰,8.42,化学制品,10984136600,9880827900,
SZ000903,云内动力,4.78,汽车零部件,9420428100,8447371000,
SZ000905,厦门港务,5.92,港口航运,3701133800,3143520000,
SZ000906,浙商中拓,5.40,贸易,3643153100,3536274400,
SZ000908,景峰医药,4.15,化学制药,3651063600,2939288900,
SZ000909,数源科技,7.95,房地产开发,2483202100,2483202100,
SZ000910,大亚圣象,11.05,家用轻工,6110456600,6046035100,
SZ000911,*ST 南糖,7.54,农产品加工,2443570300,2443570300,
SZ000912,泸天化,4.23,化学制品,6632640000,6632640000,
SZ000913,钱江摩托,10.20,非汽车交运,4626067200,4626067200,
SZ000915,山大华特,25.28,化学制药,5923899900,5901172500,
SZ000917,电广传媒,6.32,通信服务,8958956100,8182124500,
SZ000918,嘉凯城,4.43,房地产开发,7992568300,7992568300,
SZ000919,金陵药业,6.69,化学制药,3371760000,3363422300,
SZ000920,南方汇通,5.55,环保工程,2342100000,2341109700,
SZ000921,海信家电,9.57,白色家电,13041281800,8633442400,
SZ000922,佳电股份,7.41,电气设备,3695095600,3596094600,
SZ000923,河钢资源,11.33,石油矿业开采,7395419100,2243340000,
SZ000925,众合科技,7.82,非汽车交运,4297597500,3544238000,
SZ000926,福星股份,5.35,房地产开发,5149174200,5063754800,
SZ000927,*ST夏利,2.89,汽车整车,4610052900,4610044100,
SZ000928,中钢国际,4.12,建筑装饰,5177451300,5177451300,
SZ000929,兰州黄河,6.07,饮料制造,1127599620,1127528130,
SZ000930,中粮科技,7.42,农产品加工,13843967000,7155930500,
SZ000931,中 关 村,8.83,化学制药,6650111300,6588874500,
SZ000932,华菱钢铁,3.99,钢铁,24455018000,16844704000,
SZ000933,神火股份,4.03,有色冶炼加工,7659015000,7658887000,
SZ000935,四川双马,13.86,建筑材料,10581283000,10581259600,
SZ000936,华西股份,10.68,化工合成材料,9462617600,9455400600,
SZ000937,冀中能源,3.02,煤炭开采加工,10671311500,8777931500,
SZ000938,紫光股份,41.66,计算机应用,85107805000,85107805000,
SZ000948,南天信息,11.45,计算机应用,4364347000,3669206100,
SZ000949,新乡化纤,3.68,化工合成材料,4628174300,4626111600,
SZ000950,重药控股,5.09,医药商业,8796460100,4418795800,
SZ000951,中国重汽,24.65,汽车整车,16542142000,16537743000,
SZ000952,广济药业,10.41,化学制药,3015378500,2620147500,
SZ000953,*ST河化,5.35,化学制品,1958753700,1573218000,
SZ000955,欣龙控股,9.22,纺织制造,4964001900,4956656800,
SZ000957,中通客车,6.68,汽车整车,3960598300,3960523300,
SZ000958,东方能源,4.29,保险及其他,23094865000,4715882100,
SZ000959,首钢股份,2.90,钢铁,15339230000,14665599000,
SZ000960,锡业股份,8.44,有色冶炼加工,14084473000,14084408000,
SZ000961,中南建设,8.09,房地产开发,30392955000,30296437000,
SZ000962,东方钽业,5.93,新材料,2614137600,2614128200,
SZ000963,华东医药,19.95,化学制药,34908700000,34908197000,
SZ000965,天保基建,3.26,房地产开发,3618048700,3618048700,
SZ000966,长源电力,4.12,电力,4566130400,4566130400,
SZ000967,盈峰环境,6.19,环保工程,19579355000,12405183400,
SZ000968,蓝焰控股,7.76,石油矿业开采,7507820600,7506462700,
SZ000969,安泰科技,5.50,新材料,5643044500,5504571600,
SZ000970,中科三环,8.98,新材料,9565496000,9565496000,
SZ000971,*ST高升,2.58,通信设备,2722694400,2037605100,
SZ000972,ST中基,2.85,农产品加工,2198158200,2198158200,
SZ000973,佛塑科技,4.29,化工合成材料,4150245400,4150145900,
SZ000975,银泰黄金,16.43,有色冶炼加工,32586819000,20330858000,
SZ000976,华铁股份,4.96,非汽车交运,7914566800,7908401200,
SZ000977,浪潮信息,41.50,计算机设备,59806442000,59806442000,
SZ000978,桂林旅游,4.68,景点及旅游,1685268000,1685050000,
SZ000980,众泰汽车,2.04,汽车整车,4136449400,2541727200,
SZ000981,ST银亿,1.31,汽车零部件,5276666700,3372353400,
SZ000982,*ST 中绒,1.40,纺织制造,5966627900,5966627900,
SZ000983,西山煤电,4.73,煤炭开采加工,14905176000,14905165000,
SZ000985,大庆华科,11.51,化学制品,1492150600,1492150600,
SZ000987,越秀金控,10.20,保险及其他,28079424000,27206285000,
SZ000988,华工科技,20.90,其他电子,21015007000,21008199000,
SZ000989,九 芝 堂,9.18,中药,7980671900,5405992700,
SZ000990,诚志股份,11.90,化学制品,14910842000,9924898600,
SZ000993,闽东电力,5.91,电力,2706493100,2204430000,
SZ000996,中国中期,8.01,交运设备服务,2763450000,2763450000,
SZ000997,新 大 陆,16.55,计算机设备,17406127000,16820205000,
SZ000998,隆平高科,16.24,种植业与林业,21387598000,15742965000,
SZ000999,华润三九,29.05,中药,28437045000,28422384000,
SZ001696,宗申动力,5.98,汽车零部件,6847261000,5329308700,
SZ001872,招商港口,14.20,港口航运,27297585000,6600988200,
SZ001896,豫能控股,3.25,电力,3739410500,3020938000,
SZ001914,招商积余,26.20,房地产开发,27781067000,17471605000,
SZ001965,招商公路,7.20,公路铁路运输,44483195000,3994868800,
SZ001979,招商蛇口,17.12,房地产开发,135525480000,135518010000,
SZ002001,新 和 成,27.29,化学制药,58636994000,57895226000,
SZ002002,鸿达兴业,3.73,基础化学,9655902400,9509804300,
SZ002003,伟星股份,5.55,纺织制造,4207013400,3588491700,
SZ002004,华邦健康,5.36,化学制药,10612366900,9695197100,
SZ002005,*ST德豪,1.61,白色家电,2841199200,2723955200,
SZ002006,精功科技,4.24,专用设备,1929878400,1929878400,
SZ002007,华兰生物,38.87,生物制品,70913135000,60908256000,
SZ002008,大族激光,30.30,其他电子,32332224000,30105083000,
SZ002009,天奇股份,7.41,专用设备,2745771300,2745743500,
SZ002010,传化智联,6.14,物流,20002982000,19541482000,
SZ002011,盾安环境,4.04,白色家电,3705537200,3692168500,
SZ002012,凯恩股份,5.98,造纸,2796400300,2789895100,
SZ002013,中航机电,8.27,国防军工,29843673000,29841598000,
SZ002014,永新股份,9.01,包装印刷,4537586700,4512913400,
SZ002015,协鑫能科,5.92,电力,8006571000,2372166600,
SZ002016,世荣兆业,6.57,房地产开发,5315758300,4244848300,
SZ002017,东信和平,11.62,通信设备,5188168300,5170259200,
SZ002019,亿帆医药,18.67,化学制药,23093008000,15124144000,
SZ002020,京新药业,10.34,化学制药,7495176500,6078852900,
SZ002021,*ST中捷,2.17,专用设备,1492558600,1491793700,
SZ002022,科华生物,15.68,医疗器械服务,8067777000,8043839900,
SZ002023,海特高新,14.56,国防军工,11018877000,9599124300,
SZ002024,苏宁易购,8.42,零售,78390534000,65467094000,
SZ002025,航天电器,26.75,国防军工,11475750000,11473042200,
SZ002026,山东威达,4.93,通用设备,2071085200,2071085200,
SZ002027,分众传媒,4.82,传媒,70747383000,70747383000,
SZ002028,思源电气,19.76,电气设备,15021735000,11603743100,
SZ002029,七 匹 狼,4.98,服装家纺,3763236600,3660064300,
SZ002030,达安基因,22.59,医疗器械服务,18013549000,17170941000,
SZ002031,巨轮智能,1.90,专用设备,4178851800,3588242400,
SZ002032,苏 泊 尔,65.88,白色家电,54095380000,40235699000,
SZ002033,丽江股份,5.94,景点及旅游,3263974800,3263912300,
SZ002034,旺能环境,16.87,环保工程,7098306300,4534327200,
SZ002035,华帝股份,11.34,白色家电,9857071900,8878342400,
SZ002036,联创电子,13.52,光学光电子,9670740300,9607164000,
SZ002037,保利联合,6.08,化学制品,2964761900,1990398400,
SZ002038,双鹭药业,11.14,生物制品,11444679000,9488508200,
SZ002039,黔源电力,14.55,电力,4443550500,4443496000,
SZ002040,南 京 港,6.22,港口航运,3010273500,3010273500,
SZ002041,登海种业,12.71,种植业与林业,11184800000,11184800000,
SZ002042,华孚时尚,5.04,纺织制造,7657652800,7651452700,
SZ002043,兔 宝 宝,7.48,建筑材料,5795174900,5564195000,
SZ002044,美年健康,11.44,医疗器械服务,44843896000,38796553000,
SZ002045,国光电器,8.45,电子制造,3957844100,3947550100,
SZ002046,轴研科技,5.57,通用设备,2920624400,2276455200,
SZ002047,宝鹰股份,4.96,建筑装饰,6652832700,6264793000,
SZ002048,宁波华翔,17.78,汽车零部件,11134321600,9689508700,
SZ002049,紫光国微,61.58,半导体及元件,37367850000,37331791000,
SZ002050,三花智控,22.03,白色家电,60921028000,53018194000,
SZ002051,中工国际,7.39,建筑装饰,9144452000,8216009100,
SZ002052,同洲电子,--,视听器材,1402404200,1402392000,
SZ002053,云南能投,6.76,基础化学,5144215100,2512706900,
SZ002054,德美化工,6.69,化学制品,2804654200,2089899500,
SZ002055,得润电子,11.77,电子制造,5645999500,5056192900,
SZ002056,横店东磁,10.28,新材料,16896208000,16698399000,
SZ002057,中钢天源,6.49,新材料,3733617700,3111722000,
SZ002058,威 尔 泰,18.28,电气设备,2622235500,2617701100,
SZ002059,云南旅游,4.95,专用设备,5011552300,3617423300,
SZ002060,粤 水 电,3.04,建筑装饰,3654876700,3653210300,
SZ002061,浙江交科,5.56,建筑装饰,7648552800,4285128600,
SZ002062,宏润建设,4.37,建筑装饰,4817925000,4208162700,
SZ002063,远光软件,13.92,计算机应用,11805082100,10861975400,
SZ002064,华峰氨纶,5.22,化工新材料,24186970000,8122837800,
SZ002065,东华软件,13.61,计算机应用,42401715000,38210565000,
SZ002066,瑞泰科技,8.76,建筑材料,2023560000,2023560000,
SZ002067,景兴纸业,3.04,造纸,3378051000,2959671000,
SZ002068,黑猫股份,4.29,化工合成材料,3119102800,2604000900,
SZ002069,獐子岛,2.66,养殖业,1891558400,1832049600,
SZ002071,长城影视,1.79,传媒,940519480,933772030,
SZ002072,*ST凯瑞,5.32,计算机应用,936320000,883909660,
SZ002073,软控股份,3.91,专用设备,3651887900,3651674400,
SZ002074,国轩高科,22.85,电气设备,25805710000,23062739000,
SZ002075,沙钢股份,13.48,钢铁,29747283000,29747283000,
SZ002076,*ST雪莱,2.11,光学光电子,1612278500,1179781520,
SZ002077,*ST大港,4.76,半导体及元件,2762458900,2573268300,
SZ002078,太阳纸业,8.35,造纸,21641306000,21459294000,
SZ002079,苏州固锝,9.68,半导体及元件,7046764000,7029693900,
SZ002080,中材科技,12.58,化工新材料,21110795000,21110795000,
SZ002081,金 螳 螂,8.06,建筑装饰,21636334000,20925492000,
SZ002082,万邦德,9.90,中药,6120406000,1911260700,
SZ002083,孚日股份,6.63,纺织制造,6020040000,5812348300,
SZ002084,海鸥住工,5.03,家用轻工,2547154900,2467773000,
SZ002085,万丰奥威,6.40,汽车零部件,13996030000,13527907000,
SZ002086,ST东海洋,2.17,养殖业,1641279500,1181059820,
SZ002087,新野纺织,3.74,纺织制造,3054810800,3050488500,
SZ002088,鲁阳节能,9.24,建筑材料,3342126800,2897642800,
SZ002089,*ST新海,2.53,通信设备,3477914100,2921721700,
SZ002090,金智科技,8.27,电气设备,3343271000,3303013100,
SZ002091,江苏国泰,6.10,贸易,9537573200,9210535800,
SZ002092,中泰化学,4.70,基础化学,10088313100,10087829500,
SZ002093,国脉科技,8.79,通信设备,8855925000,8813259700,
SZ002094,青岛金王,3.86,化学制品,2666864500,2564731400,
SZ002095,生 意 宝,18.85,通信服务,4763772000,4743378000,
SZ002096,南岭民爆,5.68,化学制品,2108910200,2106439400,
SZ002097,山河智能,6.51,专用设备,7081170900,5909276500,
SZ002098,浔兴股份,5.18,纺织制造,1854440000,1854440000,
SZ002099,海翔药业,5.98,化学制品,9679917200,9594555100,
SZ002100,天康生物,15.88,农产品加工,16963392000,16963392000,
SZ002101,广东鸿图,7.07,汽车零部件,3763809000,3739088700,
SZ002102,ST冠福,2.11,化学制药,5557394600,4145086000,
SZ002103,广博股份,4.33,家用轻工,2362549500,1612673000,
SZ002104,恒宝股份,7.69,通信设备,5359325200,4522025500,
SZ002105,信隆健康,4.69,非汽车交运,1728265000,1728265000,
SZ002106,莱宝高科,10.77,光学光电子,7601640000,7580500000,
SZ002107,沃华医药,12.00,中药,4329072000,4224043700,
SZ002108,沧州明珠,3.51,化工合成材料,4976913900,4976913900,
SZ002109,兴化股份,2.98,化学制品,3137775500,3137775500,
SZ002110,三钢闽光,7.27,钢铁,17822959000,16020052000,
SZ002111,威海广泰,14.14,专用设备,5399040900,4811639000,
SZ002112,三变科技,6.50,电气设备,1310400000,1292218800,
SZ002113,*ST天润,1.44,传媒,2207077800,1354762200,
SZ002114,罗平锌电,6.14,有色冶炼加工,1985646900,1985619700,
SZ002115,三维通信,9.11,通信设备,6551821600,4844546800,
SZ002116,中国海诚,7.08,建筑装饰,2956812900,2940980200,
SZ002117,东港股份,11.06,包装印刷,6035070600,6033132100,
SZ002118,紫鑫药业,4.53,中药,5801842000,5800310700,
SZ002119,康强电子,12.10,半导体及元件,4540936400,4446792400,
SZ002120,韵达股份,29.57,物流,65831291000,63572681000,
SZ002121,*ST科陆,3.18,电气设备,4478550300,3380981200,
SZ002122,*ST天马,1.47,通用设备,1746360000,1746359700,
SZ002123,梦网集团,15.47,通信服务,12619663900,10282867600,
SZ002124,天邦股份,12.56,农产品加工,14564929000,11819588000,
SZ002125,湘潭电化,8.02,基础化学,4434739000,4434739000,
SZ002126,银轮股份,9.24,汽车零部件,7318958800,7000728800,
SZ002127,南极电商,13.66,零售,33533530000,26686750000,
SZ002128,露天煤业,7.86,煤炭开采加工,15103568000,12846214800,
SZ002129,中环股份,17.17,电气设备,47821137000,46071589000,
SZ002130,沃尔核材,4.67,新材料,5879450900,4926019800,
SZ002131,利欧股份,3.80,传媒,25668256000,21991897000,
SZ002132,恒星科技,2.64,通用设备,3317155800,3305717400,
SZ002133,广宇集团,3.09,房地产开发,2392105500,1962499800,
SZ002134,天津普林,8.33,半导体及元件,2047928600,2047928600,
SZ002135,东南网架,10.12,建筑装饰,10468150300,9700131100,
SZ002136,安 纳 达,9.17,化学制品,1971733400,1962465800,
SZ002137,麦达数字,6.88,光学光电子,3973233400,2510127500,
SZ002138,顺络电子,21.95,半导体及元件,17698688000,15335913000,
SZ002139,拓邦股份,5.53,电子制造,5633934700,4542593100,
SZ002140,东华科技,6.99,建筑装饰,3812111400,3686968500,
SZ002141,贤丰控股,2.96,其他电子,3358583300,1884359700,
SZ002142,宁波银行,26.05,银行,146617980000,146441970000,
SZ002144,宏达高科,8.90,纺织制造,1573186500,1243363550,
SZ002145,中核钛白,4.56,化学制品,7256079800,7255566800,
SZ002146,荣盛发展,8.10,房地产开发,35220127000,31537900000,
SZ002147,*ST新光,1.42,房地产开发,2595868500,762532900,
SZ002148,北纬科技,4.63,传媒,2619532400,2053922100,
SZ002149,西部材料,6.61,有色冶炼加工,2811988400,2811492600,
SZ002150,通润装备,5.85,通用设备,2085624800,2077263100,
SZ002151,北斗星通,30.51,国防军工,14947613000,11195430700,
SZ002152,广电运通,13.08,计算机设备,31509641000,31305155000,
SZ002153,石基信息,30.66,计算机应用,32828995000,14966955000,
SZ002154,报 喜 鸟,2.84,服装家纺,3458017700,3137259600,
SZ002155,湖南黄金,7.61,有色冶炼加工,9147520400,9146669500,
SZ002156,通富微电,22.88,半导体及元件,26396761000,26392179000,
SZ002157,正邦科技,18.49,农产品加工,46336977000,41165627000,
SZ002158,汉钟精机,12.45,通用设备,6661108300,6597442300,
SZ002159,三特索道,10.40,景点及旅游,1442133300,1440912800,
SZ002160,常铝股份,4.73,有色冶炼加工,3763102700,3227861300,
SZ002161,远 望 谷,8.09,其他电子,5984637400,5765211300,
SZ002162,悦心健康,3.10,建筑材料,2646702500,2644237600,
SZ002163,中航三鑫,6.79,建筑材料,5456104500,5455426200,
SZ002164,宁波东力,3.31,通用设备,2314839500,1443574300,
SZ002165,红 宝 丽,4.72,化工新材料,2841714300,2796934300,
SZ002166,莱茵生物,7.78,生物制品,4397370700,3451088100,
SZ002167,东方锆业,5.60,有色冶炼加工,3477297600,3464168400,
SZ002168,惠程科技,6.97,传媒,5589449100,5538220100,
SZ002169,智光电气,7.95,电气设备,6262946400,6043367200,
SZ002170,芭田股份,4.04,化学制品,3582925000,2800611600,
SZ002171,楚江新材,8.45,有色冶炼加工,11269493100,9156079200,
SZ002172,澳洋健康,2.85,医疗器械服务,2212971900,2201575700,
SZ002173,创新医疗,5.33,医疗器械服务,2424384400,1976937300,
SZ002174,游族网络,18.60,传媒,16525608000,12319346500,
SZ002175,*ST东网,1.95,仪器仪表,1469867500,1469810100,
SZ002176,*ST江特,1.67,电气设备,2849563700,2848100500,
SZ002177,御银股份,4.42,计算机设备,3364465500,3364465500,
SZ002178,延华智能,4.42,建筑装饰,3147716300,3143754200,
SZ002179,中航光电,35.83,国防军工,39445506000,38154928000,
SZ002180,纳思达,30.04,计算机设备,31943034000,30245084000,
SZ002181,粤 传 媒,4.54,传媒,5271204100,5150323900,
SZ002182,云海金属,8.88,新材料,5740232100,5740232100,
SZ002183,怡 亚 通,4.24,物流,9000238800,8988060000,
SZ002184,海得控制,12.15,电气设备,2919092000,1906968700,
SZ002185,华天科技,12.97,半导体及元件,35537849000,35526482000,
SZ002186,全 聚 德,9.27,酒店及餐饮,2859460900,2855657800,
SZ002187,广百股份,6.95,零售,2379836800,2379836800,
SZ002188,*ST巴士,4.14,电子制造,1223897950,1001526560,
SZ002189,中光学,15.53,光学光电子,4077683600,3448938800,
SZ002190,*ST集成,18.23,电气设备,6539635900,6292784200,
SZ002191,劲嘉股份,8.99,包装印刷,13169185300,11444415100,
SZ002192,*ST融捷,13.58,专用设备,3526117700,3518852700,
SZ002193,如意集团,6.83,纺织制造,1787517200,1782156200,
SZ002194,武汉凡谷,26.33,通信设备,14867754000,10831028200,
SZ002195,二三四五,2.98,计算机应用,17195875000,16872515000,
SZ002196,方正电机,4.95,电气设备,2320039900,2031673200,
SZ002197,证通电子,8.92,计算机设备,4595200000,3880820700,
SZ002198,嘉应制药,4.46,中药,2263493900,2263493900,
SZ002199,东晶电子,8.13,半导体及元件,1979186400,1979186400,
SZ002200,*ST云投,6.00,建筑装饰,1104797340,1049256530,
SZ002201,九鼎新材,13.88,化工新材料,4614648500,4603098300,
SZ002202,金风科技,9.98,电气设备,42166175000,33808277000,
SZ002203,海亮股份,9.24,有色冶炼加工,18037473000,16868139000,
SZ002204,大连重工,3.94,专用设备,7609597900,7609597900,
SZ002205,国统股份,12.97,环保工程,1506491700,1506491700,
SZ002206,海 利 得,3.37,化工合成材料,4121606500,3236691700,
SZ002207,ST准油,5.21,采掘服务,1246114140,1237527000,
SZ002208,合肥城建,7.49,房地产开发,5185357700,3826056300,
SZ002209,达 意 隆,5.74,专用设备,1120700850,886971100,
SZ002210,*ST飞马,1.09,物流,1801639600,1444204100,
SZ002211,宏达新材,5.25,化学制品,2270497800,1628488500,
SZ002212,南洋股份,25.30,计算机应用,29309627000,28208955000,
SZ002213,特 尔 佳,18.30,汽车零部件,3769800000,3769758800,
SZ002214,大立科技,20.49,其他电子,9398080000,7321515500,
SZ002215,诺 普 信,6.20,化学制品,5667273600,4514426400,
SZ002216,三全食品,21.45,食品加工制造,17144089000,12131358300,
SZ002217,合力泰,5.45,光学光电子,16984468000,15051717000,
SZ002218,拓日新能,3.62,电气设备,4475558400,4400905700,
SZ002219,恒康医疗,--,医疗器械服务,3320120800,3282656400,
SZ002220,ST天宝,0.95,农产品加工,728156150,628072220,
SZ002221,东华能源,9.52,基础化学,15705932000,14578107000,
SZ002222,福晶科技,11.01,半导体及元件,4706775000,4656404200,
SZ002223,鱼跃医疗,34.70,医疗器械服务,34785949000,30079891000,
SZ002224,三 力 士,6.33,化工合成材料,4617983900,3434603400,
SZ002225,濮耐股份,4.38,建筑材料,4527863500,3006766400,
SZ002226,江南化工,5.19,化学制品,6482215000,4973542700,
SZ002227,奥 特 迅,14.33,电气设备,3161160700,3156975500,
SZ002228,合兴包装,3.52,包装印刷,4116755700,4102450700,
SZ002229,鸿博股份,7.08,包装印刷,3528277400,3527488600,
SZ002230,科大讯飞,33.28,计算机应用,73168578000,63100230000,
SZ002231,奥维通信,6.66,通信设备,2376288000,2376288000,
SZ002232,启明信息,9.24,计算机应用,3774987700,3720930600,
SZ002233,塔牌集团,13.35,建筑材料,15916871000,15513364000,
SZ002234,民和股份,23.76,养殖业,7176628000,4898219800,
SZ002235,安妮股份,8.45,传媒,4905954100,4506750000,
SZ002236,大华股份,16.87,电子制造,50665268000,31565280000,
SZ002237,恒邦股份,14.27,有色冶炼加工,12991408000,12153390800,
SZ002238,天威视讯,9.58,通信服务,5914243700,5914243700,
SZ002239,奥特佳,3.54,汽车零部件,11085012300,10946682800,
SZ002240,威华股份,8.17,家用轻工,6077941300,4008277800,
SZ002241,歌尔股份,19.35,电子制造,62792761000,52649367000,
SZ002242,九阳股份,31.40,白色家电,24093597000,23962001000,
SZ002243,通产丽星,13.10,保险及其他,15256339000,4780831300,
SZ002244,滨江集团,4.39,房地产开发,13659239000,11819589200,
SZ002245,澳洋顺昌,3.80,物流,3728996600,3475459500,
SZ002246,北化股份,7.67,化学制品,4211096900,3450706600,
SZ002247,聚力文化,--,传媒,1497531300,958357810,
SZ002248,华东数控,7.76,通用设备,2386165900,2301791200,
SZ002249,大洋电机,3.62,电气设备,8563219200,5927570200,
SZ002250,联化科技,16.88,化学制品,15595062000,15135195000,
SZ002251,步 步 高,10.00,零售,8639039500,8639039500,
SZ002252,上海莱士,8.47,生物制品,57094474000,42116130000,
SZ002253,川大智胜,12.74,计算机应用,2874476500,2641922100,
SZ002254,泰和新材,11.96,化工合成材料,7305569900,7305491100,
SZ002255,*ST海陆,2.80,电气设备,2358359000,1804407000,
SZ002256,*ST兆新,1.29,电力,2428311300,1799881900,
SZ002258,利尔化学,14.97,化学制品,7849925300,7816399000,
SZ002259,*ST升达,2.37,燃气水务,1783018000,1696267100,
SZ002261,拓维信息,8.62,计算机应用,9488610500,7988768800,
